feature_id,name,feature_type,latitude,longitude,flood_risk
way/415974969,,building,19.0305107,73.0354923,True
way/415974970,,building,19.0298904,73.0345612,True
way/415974971,,building,19.0301853,73.0341628,True
way/415974975,,building,19.0311928,73.0341166,True
way/415974976,,building,19.0294084,73.0350709,True
way/415974977,,building,19.0298225,73.0347946,True
way/415974978,,building,19.0309571,73.0351387,True
way/415974979,,building,19.0305155,73.0349707,True
way/415974980,,building,19.0295978,73.034796,True
way/415974981,,building,19.0306383,73.0351071,True
way/415974982,,building,19.0299897,73.0354704,True
way/415974983,,building,19.0304739,73.0359124,True
way/415974984,,building,19.0304159,73.0354001,True
way/415974985,,building,19.0305054,73.0344839,True
way/415974986,,building,19.0298109,73.0344989,True
way/415974987,,building,19.0306218,73.0345937,True
way/415974988,,building,19.0299933,73.0341749,True
way/415974989,,building,19.0296774,73.0346502,True
way/415974991,,building,19.0306861,73.0348283,True
way/415974992,,building,19.0301873,73.0348423,True
way/415974993,,building,19.0295473,73.0347529,True
way/415974994,,building,19.0307668,73.0352244,True
way/415974995,,building,19.0294528,73.0349451,True
way/415974997,,building,19.0305234,73.035677,True
way/415974998,,building,19.0310298,73.0346994,True
way/415974999,,building,19.0299058,73.0353914,True
way/415975000,,building,19.0293258,73.0348212,True
way/415975004,,building,19.0293622,73.0348578,True
way/415975006,,building,19.0305397,73.0345239,True
way/415975008,,building,19.0311465,73.0348149,True
way/415975010,,building,19.0302992,73.0349624,True
way/415975012,,building,19.0295674,73.0352367,True
way/415975018,,building,19.0307727,73.0354255,True
way/415975020,,building,19.0295278,73.0350262,True
way/415975024,,building,19.030594,73.0357461,True
way/415975026,,building,19.0297933,73.03527,True
way/415975029,,building,19.0295447,73.0345032,True
way/415975031,,building,19.0308854,73.0350587,True
way/415975033,,building,19.0310694,73.0347349,True
way/415975041,,building,19.0306099,73.0355873,True
way/415975043,,building,19.0308153,73.0337713,True
way/415975045,,building,19.0303384,73.0343278,True
way/415975049,,building,19.030809,73.0349831,True
way/415975051,,building,19.0297383,73.0352076,True
way/415975058,,building,19.0307008,73.0346679,True
way/415975060,,building,19.0306245,73.0352901,True
way/415975063,,building,19.030979,73.0349646,True
way/415975065,,building,19.0300613,73.0340328,True
way/415975067,,building,19.029313,73.0349849,True
way/415975069,,building,19.0303193,73.035785,True
way/415975071,,building,19.0305503,73.0355211,True
way/415975074,,building,19.0296386,73.0352883,True
way/415975077,,building,19.0296539,73.0351397,True
way/415975084,,building,19.0301472,73.0357932,True
way/415975089,,building,19.0304654,73.034925,True
way/415975092,,building,19.0302486,73.034424,True
way/415975095,,building,19.0297265,73.0353885,True
way/415975098,,building,19.0292522,73.0349205,True
way/415975101,,building,19.0299599,73.0346368,True
way/415975106,,building,19.031364,73.0344927,True
way/415975108,,building,19.0294633,73.0351268,True
way/415975114,,building,19.0309846,73.0339386,True
way/415975116,,building,19.0304234,73.0350763,True
way/415975118,,building,19.0302263,73.0342068,True
way/415975120,,building,19.0301794,73.0356416,True
way/415984212,,building,19.0371284,73.0213923,True
way/415984214,,building,19.0364366,73.021736,True
way/415984219,,building,19.0360122,73.0223242,True
way/415984222,,building,19.0362011,73.0221291,True
way/415984224,,building,19.0356837,73.0226808,True
way/415984229,,building,19.0359789,73.0230328,True
way/415984230,,building,19.034946,73.0228693,True
way/415984233,,building,19.0361831,73.0208582,True
way/415984234,,building,19.0365368,73.0216056,True
way/415984236,,building,19.0364566,73.0213374,True
way/415984240,,building,19.0359482,73.0212943,True
way/415984244,,building,19.0344718,73.0228041,True
way/415984246,,building,19.0362848,73.0214601,True
way/415984250,,building,19.0368726,73.021438,True
way/415984252,,building,19.0348628,73.0229643,True
way/415984254,,building,19.0340326,73.0229442,True
way/415984256,,building,19.0365913,73.0215202,True
way/415984259,,building,19.0346343,73.0225805,True
way/415984261,,building,19.0339797,73.0215225,True
way/415984263,,building,19.0367632,73.0216353,True
way/415984265,,building,19.0344992,73.0220384,True
way/415984267,,building,19.034384,73.0219809,True
way/415984269,,building,19.0339893,73.0203929,True
way/415984271,,building,19.0365485,73.0211779,True
way/415984273,,building,19.034751,73.0226576,True
way/415984275,,building,19.036523,73.0229416,True
way/415984277,,building,19.0374047,73.0223514,True
way/415984283,,building,19.0364108,73.0211378,True
way/415984286,,building,19.0341584,73.0217471,True
way/415984290,,building,19.0366369,73.0234708,True
way/415984292,,building,19.0348062,73.0223933,True
way/415984294,,building,19.0375444,73.0223944,True
way/415984296,,building,19.0346787,73.0222824,True
way/415984300,,building,19.0345572,73.0221024,True
way/415984308,,building,19.0341051,73.0216894,True
way/415984310,,building,19.0365317,73.0213841,True
way/415984313,,building,19.0342556,73.022516,True
way/415984315,,building,19.0352508,73.0228547,True
way/415984317,Silent Valley Apts,building,19.0363833,73.0234612,True
way/415984319,,building,19.0375011,73.0222508,True
way/415984321,,building,19.0351002,73.0226868,True
way/415984323,,building,19.0361633,73.0214695,True
way/415984327,,building,19.034751,73.0223307,True
way/415984336,,building,19.0365288,73.0214803,True
way/415984338,,building,19.0341848,73.0225877,True
way/415984340,,building,19.035157,73.0227545,True
way/415984345,,building,19.0367609,73.0210931,True
way/415984349,,building,19.0363106,73.021039,True
way/415984351,,building,19.0343225,73.0219036,True
way/415984357,,building,19.0366008,73.0211356,True
way/415984359,,building,19.0361498,73.0212716,True
way/415984364,,building,19.0364676,73.0209852,True
way/415984367,,building,19.0372312,73.0226112,True
way/415984371,,building,19.034275,73.021857,True
way/415984375,,building,19.03647,73.0235235,True
way/415984377,,building,19.0366446,73.0211822,True
way/415984379,,building,19.0354086,73.0214822,True
way/415984381,,building,19.0360943,73.0216003,True
way/415984385,,building,19.0362768,73.0213394,True
way/415984387,,building,19.0374655,73.0225164,True
way/415984388,,building,19.036153,73.0211222,True
way/415984394,,building,19.0364895,73.0211503,True
way/415984396,,building,19.0340331,73.0216155,True
way/415984399,,building,19.0343503,73.0226127,True
way/415984401,,building,19.0354109,73.0229849,True
way/415984403,,building,19.0359855,73.0208204,True
way/415984406,,building,19.0363382,73.0231848,True
way/415984408,,building,19.0362878,73.0212524,True
way/415984410,,building,19.0373801,73.0226327,True
way/415984411,,building,19.0365762,73.0210074,True
way/415984414,,building,19.0364094,73.0214726,True
way/415984418,,building,19.0359658,73.0209928,True
way/415984420,,building,19.0345792,73.0229262,True
way/415984421,,building,19.0364416,73.0230588,True
way/415984422,,building,19.0366524,73.0217621,True
way/415984423,,building,19.0346122,73.0221912,True
way/415984424,,building,19.0363224,73.0209611,True
way/415984427,,building,19.0350179,73.0230206,True
way/415984429,,building,19.0359845,73.0209214,True
way/415984430,,building,19.037326,73.0213974,True
way/415984432,,building,19.0367076,73.0216853,True
way/415984437,,building,19.0365746,73.0218562,True
way/415984438,,building,19.0361819,73.0209851,True
way/415984440,,building,19.0361478,73.0213881,True
way/415984443,,building,19.0365659,73.0213237,True
way/415984444,,building,19.0359175,73.0214303,True
way/415984446,,building,19.0360146,73.0210977,True
way/415984448,,building,19.0356372,73.0232391,True
way/415984449,,building,19.03657,73.0236448,True
way/415984450,,building,19.0367162,73.0213933,True
way/415984451,,building,19.0357739,73.0233616,True
way/415984453,,building,19.0365151,73.0219295,True
way/415984455,,building,19.0359293,73.0211343,True
way/415984456,,building,19.0368276,73.0212118,True
way/415984458,,building,19.0363066,73.021637,True
way/415984459,,building,19.0362814,73.0211412,True
way/415986100,,building,19.0300734,73.0215736,True
way/415986101,,building,19.0305755,73.0211352,True
way/415986105,,building,19.0302399,73.0218523,True
way/415986106,,building,19.0303348,73.0213294,True
way/415986111,,building,19.0303866,73.0217426,True
way/415986112,,building,19.030172,73.0214824,True
way/415986113,,building,19.0302945,73.021631,True
way/415986122,,building,19.0323867,73.0231703,True
way/415986129,,building,19.0301277,73.0215295,True
way/415986130,,building,19.0307737,73.0212001,True
way/415986133,,building,19.0306973,73.0210134,True
way/415986134,,building,19.0326972,73.0235377,True
way/415986136,,building,19.0299335,73.0210593,True
way/415986137,,building,19.0291543,73.0219521,True
way/415986138,,building,19.0301933,73.0217136,True
way/415986139,,building,19.0303144,73.0217959,True
way/415986140,,building,19.0300296,73.0211428,True
way/415986143,,building,19.02982,73.0209527,True
way/415986145,,building,19.0302152,73.0214365,True
way/415986149,,building,19.0306151,73.0212746,True
way/416014264,,building,19.0291179,73.0352525,True
way/416014265,,building,19.0300892,73.0385501,True
way/416014266,,building,19.0305872,73.0370597,True
way/416014268,,building,19.0293555,73.0355145,True
way/416014269,,building,19.0300907,73.0360527,True
way/416014270,,building,19.0303844,73.037888,True
way/416014271,,building,19.0292709,73.0356254,True
way/416014273,,building,19.0304879,73.0379564,True
way/416014274,,building,19.0310452,73.0378159,True
way/416014275,,building,19.0291765,73.0353838,True
way/416014276,,building,19.029567,73.0363172,True
way/416014277,,building,19.0306877,73.0380624,True
way/416014278,,building,19.0289281,73.0356509,True
way/416014279,,building,19.0303737,73.0381428,True
way/416014280,,building,19.0297412,73.0342255,True
way/416014282,,building,19.0287646,73.0356335,True
way/416014285,,building,19.0288663,73.0355158,True
way/416014287,,building,19.0299656,73.0362016,True
way/416014288,,building,19.030393,73.0380949,True
way/416014289,,building,19.0299018,73.0358336,True
way/416014290,,building,19.0299071,73.0359217,True
way/416014292,,building,19.0289673,73.0350906,True
way/416014293,,building,19.0304878,73.0371915,True
way/416014294,,building,19.0290752,73.0352793,True
way/416014295,,building,19.0302767,73.0380411,True
way/416014297,,building,19.0306919,73.0382901,True
way/416014299,,building,19.0288004,73.0355957,True
way/416014301,,building,19.0298997,73.0362758,True
way/416014302,,building,19.0303137,73.038222,True
way/416014303,,building,19.0305596,73.0373349,True
way/416014304,,building,19.0295849,73.0355968,True
way/416014306,,building,19.02889,73.0351652,True
way/416014307,,building,19.0304648,73.0377665,True
way/416014308,,building,19.0289491,73.0354264,True
way/416014309,,building,19.0294083,73.0354601,True
way/416014310,,building,19.0303404,73.0379511,True
way/416014311,,building,19.0296494,73.0365525,True
way/416014314,,building,19.0304548,73.0374699,True
way/416014315,,building,19.0297777,73.0357562,True
way/416014316,,building,19.0297911,73.036399,True
way/416014317,,building,19.0286896,73.0357069,True
way/416014318,,building,19.0308343,73.0378842,True
way/416014319,,building,19.0288155,73.0357629,True
way/416014321,,building,19.0288307,73.0352592,True
way/416014322,,building,19.029796,73.0375856,True
way/416014324,,building,19.0302896,73.0362575,True
way/416014326,,building,19.0306431,73.0372387,True
way/416014327,,building,19.0292399,73.0352917,True
way/416014328,,building,19.0309409,73.0377563,True
way/416014329,,building,19.028754,73.0358496,True
way/416014331,,building,19.0307319,73.0374973,True
way/416014332,,building,19.0289831,73.0359163,True
way/416014334,,building,19.0286593,73.0354539,True
way/416014335,,building,19.0297082,73.0356904,True
way/416014336,,building,19.0291072,73.0354513,True
way/416014337,,building,19.029772,73.0360934,True
way/416014340,,building,19.0290316,73.0355262,True
way/416014343,,building,19.0302007,73.0361774,True
way/416014344,,building,19.0309433,73.037938,True
way/416014345,,building,19.0310132,73.0376724,True
way/416014347,,building,19.0308016,73.03741,True
way/416014348,,building,19.028908,73.0360272,True
way/416014352,,building,19.0288999,73.0354729,True
way/416014353,,building,19.0291853,73.0356876,True
way/416014354,,building,19.0298041,73.0360461,True
way/416014355,,building,19.0294933,73.0364018,True
way/416014356,,building,19.0289998,73.0350493,True
way/416014358,,building,19.0308247,73.0375891,True
way/416014361,,building,19.0287228,73.0356641,True
way/416014366,,building,19.0288312,73.0355493,True
way/416014370,,building,19.0297056,73.0361664,True
way/416014372,,building,19.0290867,73.0358035,True
way/416014374,,building,19.0291477,73.0352111,True
way/416014376,,building,19.0306628,73.0381088,True
way/416014378,,building,19.0285819,73.0355391,True
way/416014381,,building,19.0305193,73.0373712,True
way/416014384,,building,19.0295464,73.035542,True
way/416014386,,building,19.0298395,73.0360024,True
way/416014391,,building,19.0300351,73.036117,True
way/416014393,,building,19.0289264,73.0351285,True
way/416014395,,building,19.030432,73.0378257,True
way/416014397,,building,19.0290452,73.035328,True
way/416014402,,building,19.0307577,73.0376708,True
way/416014407,,building,19.0303015,73.0379907,True
way/416014412,,building,19.0290113,73.0358763,True
way/416014413,,building,19.0307229,73.0380194,True
way/416014414,,building,19.0306691,73.036984,True
way/416014417,,building,19.0288621,73.0352111,True
way/416014419,,building,19.0290026,73.0353761,True
way/416014420,,building,19.0306874,73.037764,True
way/416014423,,building,19.0296021,73.0362803,True
way/416014425,,building,19.0308943,73.0378076,True
way/416014426,,building,19.0296827,73.0365106,True
way/416014428,,building,19.0306307,73.0376335,True
way/416014430,,building,19.0304589,73.0379959,True
way/416014432,,building,19.0303385,73.0374022,True
way/416014433,,building,19.0299482,73.0358922,True
way/416014434,,building,19.0295255,73.0363534,True
way/416014435,,building,19.0306908,73.0371351,True
way/416014437,,building,19.0294434,73.0345978,True
way/416014438,,building,19.0309817,73.0377202,True
way/416014439,,building,19.0296173,73.0365941,True
way/416014441,,building,19.0289545,73.0359727,True
way/416014443,,building,19.0308874,73.0374893,True
way/416014446,,building,19.0299323,73.0362374,True
way/416014447,,building,19.0307669,73.037026,True
way/416014450,,building,19.0303448,73.0381811,True
way/416014451,,building,19.0292236,73.0356537,True
way/416014452,,building,19.0293052,73.0355769,True
way/416014454,,building,19.0286932,73.0354152,True
way/416014455,,building,19.0294658,73.0354187,True
way/416014456,,building,19.0294245,73.036503,True
way/416014459,,building,19.0308653,73.0375422,True
way/416014462,,building,19.0288777,73.0357066,True
way/416014464,,building,19.0307617,73.0374525,True
way/416014466,,building,19.0297385,73.0361266,True
way/416014467,,building,19.0291394,73.0357532,True
way/416014469,,building,19.0286202,73.0354965,True
way/416014470,,building,19.0299996,73.0361652,True
way/416014474,,building,19.0302793,73.03827,True
way/416014476,,building,19.0294577,73.036443,True
way/416014480,,building,19.0307873,73.03763,True
way/416014484,,building,19.0298851,73.0359727,True
way/416014485,,building,19.0304127,73.0372998,True
way/416014486,,building,19.0286529,73.0357539,True
way/416014487,,building,19.0310643,73.0376523,True
way/416014488,,building,19.0287903,73.0358105,True
way/416014490,,building,19.029209,73.0353355,True
way/416014491,,building,19.0296718,73.0362067,True
way/416014492,,building,19.0311991,73.0376745,True
way/416014493,,building,19.0307003,73.0369377,True
way/416014494,,building,19.0296534,73.0356337,True
way/416014495,,building,19.0289626,73.0356071,True
way/416014497,,building,19.0298196,73.0363457,True
way/416014498,,building,19.029072,73.0354911,True
way/416014501,,building,19.0296421,73.0362447,True
way/416014502,,building,19.0298461,73.0358106,True
way/416014503,,building,19.030591,73.0372945,True
way/416014504,,building,19.029757,73.0364399,True
way/416014505,,building,19.0289972,73.0355672,True
way/416014506,,building,19.0290436,73.0358307,True
way/416014507,,building,19.0291381,73.0354163,True
way/416014508,,building,19.0302227,73.0377776,True
way/416014509,,building,19.0300979,73.036189,True
way/416014510,,building,19.0307187,73.0377123,True
way/416014512,,building,19.0297167,73.0364684,True
way/416014513,,building,19.0306845,73.0375677,True
way/416014514,,building,19.0290512,73.0350187,True
way/416021642,,building,19.0403109,73.0254197,True
way/416021656,,building,19.0368497,73.022425,True
way/416021668,,building,19.0372356,73.0220096,True
way/416021669,,building,19.036874,73.0221473,True
way/416021676,,building,19.0342292,73.0289676,True
way/416021733,,building,19.0372158,73.0217359,True
way/416021737,,building,19.0374199,73.0221755,True
way/416021742,,building,19.0353254,73.0284275,True
way/416021748,,building,19.037103,73.0216548,True
way/416021750,,building,19.0370843,73.0218093,True
way/416021756,,building,19.0370205,73.0220157,True
way/416021762,,building,19.0373524,73.0221094,True
way/416021768,,building,19.0369167,73.021754,True
way/416021783,,building,19.0369167,73.021912,True
way/416021791,,building,19.0347644,73.0275675,True
way/416021807,,building,19.0371648,73.0218747,True
way/416021812,,building,19.0348662,73.0276623,True
way/416021814,,building,19.0369264,73.0222014,True
way/416021844,,building,19.0366578,73.0220773,True
way/416021857,,building,19.0367961,73.0220706,True
way/416021865,,building,19.0350317,73.0278117,True
way/416021869,,building,19.0366871,73.022274,True
way/416021880,,building,19.0400826,73.0251843,True
way/416021882,Dy patil Building,building,19.0395515,73.0277978,True
way/416021888,,building,19.0399492,73.0250387,True
way/416066939,,building,19.0368225,73.0261624,True
way/416066941,,building,19.0304609,73.0266049,True
way/416066943,,building,19.0317712,73.0215495,True
way/416066947,,building,19.0382315,73.02342,True
way/416066950,,building,19.038482,73.0224724,True
way/416066954,,building,19.0324611,73.0206524,True
way/416066964,,building,19.0365898,73.0259504,True
way/416066973,,building,19.0322565,73.0220905,True
way/416066976,,building,19.0377312,73.0245314,True
way/416067013,,building,19.0319978,73.0215326,True
way/416067014,,building,19.037087,73.0241286,True
way/416087485,,building,19.0293213,73.0370717,True
way/416087489,,building,19.0295114,73.0372618,True
way/416087495,,building,19.0295763,73.0371025,True
way/416087496,,building,19.029157,73.0370799,True
way/416097134,,building,19.0302139,73.0375656,True
way/605825394,,building,19.0284338,73.0366587,True
way/754440957,,building,19.0360876,73.0231705,True
way/836069649,D-Mart Nerul,building,19.031081,73.0220048,True
way/993381595,,building,19.0341285,73.0264204,True
way/993381596,,building,19.0338668,73.0269339,True
way/1010962176,,building,19.0247985,73.0263691,True
way/1010962177,,building,19.02585,73.0249912,True
way/1010962178,,building,19.0264423,73.0247532,True
way/1010962179,,building,19.0261139,73.0249118,True
way/1010962181,,building,19.0263453,73.0276015,True
way/1010962182,,building,19.0258213,73.0272986,True
way/1010962183,,building,19.0259037,73.0273837,True
way/1010962184,,building,19.0259115,73.0264245,True
way/1010962185,,building,19.026025,73.0264452,True
way/1010962186,,building,19.025434,73.026212,True
way/1010962187,,building,19.0247258,73.0270986,True
way/1024573926,NMMC,building,19.0258586,73.0334547,True
way/1055741442,,building,19.0324747,73.0216555,True
way/1101605600,DREAM APEX REALITY 24HIGH,building,19.0390346,73.0300621,True
way/1144507149,,building,19.0245615,73.0326056,True
way/1144507150,,building,19.0249286,73.0326621,True
way/1157814655,,building,19.0329477,73.0304583,True
way/1179666604,,building,19.0301601,73.0269598,True
way/1228983899,,building,19.0256299,73.0260781,True
way/1245319602,New RTO Office,building,19.0348425,73.0270341,True
way/1287562931,,building,19.0383632,73.0224795,True
way/1299281388,,building,19.0328135,73.0261603,True
way/1299281389,,building,19.0328266,73.0259484,True
way/1392835162,,building,19.0327358,73.0369154,True
way/1451298667,,building,19.0358575,73.0282375,True
way/1451298668,,building,19.0358804,73.0273499,True
way/1451298669,,building,19.0355329,73.0305301,True
relation/5275078,,building,19.0261767,73.0318242,True
relation/5275079,,building,19.0257753,73.0328245,True
relation/5275186,,building,19.0314253,73.0276039,True
relation/5283473,,building,19.0256837,73.0288778,True
relation/5284054,,building,19.0353222,73.0222147,True
relation/5284057,,building,19.0308685,73.0234808,True
relation/5284059,,building,19.0344033,73.0213106,True
relation/5284062,,building,19.0312146,73.0233614,True
relation/5284064,,building,19.0336257,73.0238839,True
relation/5284065,,building,19.0353067,73.0210575,True
relation/5288472,,building,19.0287621,73.0363867,True
relation/5289225,,building,19.0278032,73.02211,True
